customer_id,country_code,account_creation_method
df25521d,DE,desktop
8b7beb17,US,desktop
04e83cf6,US,desktop
5d3e0ada,AU,desktop
38a5b93c,CY,desktop
2ef89626,US,desktop
c0b48565,US,desktop
ea5fe5f2,BO,desktop
cc50972b,US,desktop
7bc41ad9,US,desktop
769caca9,BR,desktop
76da8882,GB,desktop
78548048,HU,desktop
df317aa9,US,desktop
b8b5d205,AU,desktop
cd63cb8b,CO,desktop
eacbd399,US,desktop
be7e6dd7,NL,desktop
4087999999999999836946953680523207114752,US,desktop
94cf8a34,SE,desktop
aad2921f,US,mobile
1edf4748,US,desktop
db381a96,US,desktop
131d4f07,US,desktop
38ad7a33,US,unknown
7e2b12b6,US,desktop
29e9df41,FR,desktop
4386bb36,AU,desktop
1dec70f9,US,tablet
92f0c055,AT,desktop
e8b6df06,US,desktop
4a78532d,FR,desktop
aebf517a,US,desktop
402648ef,NL,desktop
50b08506,TR,desktop
4659094c,GB,desktop
44a6f947,US,desktop
2e3dccb8,US,desktop
9a914407,US,desktop
55ff94c4,JP,desktop
7e7f2aef,US,desktop
64fef165,BR,desktop
c7c2a847,US,desktop
86343b82,KW,desktop
15b704bb,US,mobile
510f1160,BE,desktop
3f1b98f3,US,desktop
91703440,US,desktop
b8628175,US,desktop
f6a6bfde,JP,desktop
88d9e7c9,CA,desktop
2d3afb3c,US,desktop
2294244d,US,desktop
85e378fa,IN,desktop
0d7c3c3e,IN,desktop
d716f756,CA,desktop
de39219d,US,unknown
e829bd46,US,desktop
ddd20890,ZA,mobile
86a31db4,US,desktop
7fc6b75c,DE,unknown
3bc8c81a,US,desktop
9567a04b,US,mobile
5e69bb49,GB,desktop
6c2f4d6a,US,desktop
13462209,US,desktop
341c48e6,SI,desktop
b0c8d325,US,desktop
3aeccd97,US,desktop
ece5cdaf,US,desktop
e8cc256d,FR,desktop
7259cf9d,US,desktop
530945c5,US,desktop
2f4504bd,US,desktop
84dc443a,US,desktop
57b1e7d1,RU,desktop
7c6ddc03,US,desktop
d1b5b9db,US,desktop
1284d222,GB,desktop
e16fcab5,US,desktop
da197ff9,US,
2590683c,BR,desktop
bca0535b,SE,desktop
2c1a2b2e,DE,desktop
302c4749,FR,desktop
d234c0b2,GR,desktop
bf8e7ff8,DE,desktop
a6cf6501,US,mobile
aafb7bd3,PL,desktop
fe9e5b76,US,desktop
c6895acd,US,desktop
c30cf6cf,US,desktop
50911000000000000000,US,desktop
bfb69918,US,unknown
b48ff824,LT,desktop
ae0f83b8,MX,desktop
8b7a2e14,US,desktop
16b75f82,US,desktop
b8685ed2,IT,desktop
a2298159,US,desktop
c0225cf1,TH,desktop
4d2de894,CA,desktop
bbe37836,US,desktop
52f5321c,KR,desktop
a32c0c05,US,desktop
52cea287,US,desktop
96ee6caf,FR,desktop
c5d6c5c6,GB,desktop
361d142c,GB,desktop
8db9e744,US,desktop
fcc10a22,IT,desktop
63d7ae2f,AU,desktop
ff8160a0,PH,desktop
c5038ba9,AT,desktop
94e92016,GB,desktop
9b42dbc9,CA,desktop
465cdcd5,MX,desktop
76211116,GB,desktop
24280780,GB,desktop
013cddb6,JM,desktop
a8b4f9b7,IL,desktop
aff6df6d,US,desktop
12a9a932,CO,desktop
7d6a2d39,IN,desktop
39bec39c,US,desktop
ec19fd19,US,desktop
f7e92213,US,mobile
cfa2b5c9,IN,desktop
abbd0660,US,desktop
45c6b9b4,UY,desktop
fbaf674b,DE,desktop
5a3807bf,ES,desktop
362e4fd4,ES,desktop
0ad92c49,CA,desktop
3a34a355,JP,desktop
597fe496,IL,desktop
27c98452,RO,desktop
9d54e1ac,TR,desktop
150ee711,US,desktop
f7b3e272,CH,desktop
3dd922f0,TR,desktop
cbd63f2c,US,desktop
0bba4ebb,US,mobile
755d7e41,ES,desktop
3d5a30f5,US,mobile
cefbcda1,ES,desktop
4c921ad8,US,desktop
cba6d9c7,US,desktop
6dc618e9,US,mobile
e31911a4,US,desktop
a59f4e60,US,desktop
76d5cbd7,GB,desktop
b88f162a,CA,desktop
c8e2e516,US,desktop
445cc70a,US,desktop
43cd7949,US,desktop
e29c8434,US,mobile
d8bbd95d,US,mobile
a7950766,US,desktop
8666ddb8,US,desktop
f89ca946,GB,desktop
408f4757,UA,desktop
685e9c25,CA,desktop
898f4e60,US,desktop
bd84c8ad,AR,desktop
d0476c6d,US,desktop
6b3710c4,DE,mobile
6854d010,SE,desktop
31a806b3,DE,desktop
7d3e488e,GB,desktop
5f8b8a52,US,desktop
d82a3d8d,US,desktop
71e181e5,GB,desktop
45c363fc,US,desktop
1af71835,GB,desktop
2bd3b78d,MX,desktop
9c7cf8ba,US,desktop
40134030,US,desktop
41718dcb,GB,desktop
a32fc5e3,BE,desktop
7c48a7d0,US,desktop
fea68d76,US,mobile
f7a820ef,GB,desktop
af7e4ad7,NZ,desktop
14008dad,AU,desktop
64954c62,US,desktop
ed4be6fb,US,desktop
85af137f,AU,desktop
21d1a047,US,desktop
663514f6,US,mobile
26f1f568,US,desktop
2f8532ce,US,tablet
f2685d7e,CZ,desktop
5fe070a6,CA,mobile
5e8c87bf,DK,desktop
e815f0c1,US,mobile
f8f0ed8f,US,desktop
be9f9cd2,CL,desktop
4cc28e9a,KR,desktop
471d6636,SE,desktop
d950fca7,US,unknown
ae4d570e,HK,desktop
eede3f17,AU,desktop
c9d5362e,BR,desktop
8865d973,US,desktop
5b7f6f7b,US,desktop
6ab5692e,US,desktop
109e4be9,EE,desktop
5b548ea5,NO,desktop
4e2f2018,US,unknown
b236aa4a,US,desktop
fab257b7,US,desktop
6d156788,US,tablet
c4d5986a,US,mobile
2abc3cb2,US,desktop
b0a2d24f,US,desktop
03667c88,GR,desktop
ac95e4d9,US,desktop
f6332d30,US,desktop
38bd3731,US,desktop
66ad9bd8,FR,desktop
63636763,US,desktop
0f02c6bb,US,unknown
12bc138a,US,desktop
bf35630b,US,desktop
14f817aa,US,desktop
42d778e6,US,desktop
dc3d674d,BR,desktop
3560932e,ZA,desktop
0f3332bf,US,mobile
8090e2e1,US,desktop
83b16c13,DE,desktop
f2603e16,AT,unknown
b79626cf,US,desktop
36f951fd,US,desktop
5d8963f2,GB,desktop
9ad4d5ae,DE,mobile
d6b8e3e0,CH,desktop
1ebcba50,JP,desktop
8a10e9bf,US,desktop
3c22e736,US,desktop
3bb801bb,US,desktop
d9ab5803,KR,desktop
fc3a30e0,US,desktop
073cc789,US,desktop
821c1406,US,desktop
64992806,CH,desktop
2c845b4f,US,desktop
77e8dc62,US,desktop
47d0eee2,GB,desktop
3985eca4,SE,desktop
5ec1f946,GB,desktop
4e181c3f,DK,desktop
c179519f,IN,desktop
0372ae5d,US,desktop
6d30a8ae,US,mobile
34751056,AR,desktop
9e6b728d,MX,desktop
db8e72d2,SG,desktop
adadbf22,US,desktop
c6324203,GB,desktop
3ff35821,US,desktop
189df8d2,US,desktop
369843a4,US,mobile
c3451e9b,US,desktop
f6d892b9,US,desktop
c71841f8,US,desktop
11194430,GB,tablet
e16f1190,US,desktop
056082ce,US,desktop
ec6b100e,US,desktop
975227ae,US,desktop
632f6a6b,UA,desktop
f03b009a,JP,desktop
08de32b7,NO,mobile
13c476de,US,desktop
9b7405fd,US,desktop
099f99f5,US,desktop
d1c1d586,MX,desktop
d575f188,GB,desktop
5b6515f4,BR,desktop
e5afaa1f,US,desktop
a922a93d,US,desktop
634769f8,US,desktop
2c98cde6,TR,desktop
add3344f,RU,desktop
32d2831c,US,desktop
45e6b8c1,KH,desktop
d6e4a29a,US,desktop
d5c5bbea,HK,desktop
e16bb586,ES,desktop
e85e0316,IE,desktop
55811bd3,CA,desktop
be15d9e6,US,unknown
6923c5eb,PL,desktop
0bcc26c9,US,desktop
77303aed,US,desktop
69aa9769,CA,desktop
56a5bd47,NL,desktop
cad0a4d1,ES,mobile
e7370152,TR,desktop
4a686962,US,desktop
207722dc,IQ,desktop
a3be1e55,US,mobile
e550f60c,US,desktop
7116d710,US,desktop
2ef3cbf2,US,mobile
d0097f4c,CH,desktop
4fa0f395,US,mobile
c4808dd4,FI,desktop
977ef986,CA,desktop
ff98ea16,US,desktop
0b8573c8,US,desktop
e1c58c43,JP,mobile
38ba1310,US,desktop
7c77e430,US,desktop
893708bb,US,mobile
d1d56181,US,desktop
dfe6b93c,JP,desktop
a43328c9,US,desktop
011c9ac7,MX,mobile
3fecab32,GB,desktop
ac599f88,US,desktop
7efae19d,US,desktop
f8d395a2,US,mobile
e67cd892,ZA,desktop
aadc913c,GB,desktop
87c28144,CA,desktop
c708b521,TZ,desktop
f8010d89,UA,desktop
d9999630,BR,desktop
e4be94fe,US,desktop
1c64bde4,RU,desktop
0ae814f2,GB,mobile
0699875c,IT,desktop
249061,IT,desktop
339eb298,TW,desktop
00706b0a,US,desktop
6afdd5fd,US,desktop
ecf07bf5,GB,desktop
2ca31039,GB,desktop
8fc4721a,GB,desktop
a60d65aa,US,desktop
cdb10292,CA,mobile
0368e34a,BR,desktop
c190be6d,MX,mobile
b654c950,US,desktop
6af1d816,,unknown
7396207f,US,mobile
6c919877,MX,mobile
c7ed0b45,NL,desktop
4de4a0e0,US,desktop
3236e90b,AT,desktop
b4f289fd,TH,desktop
184641c4,US,desktop
14bd93e7,QA,desktop
3f4437d1,GB,desktop
da10a58e,US,mobile
d1ce0691,US,desktop
204d7b75,US,desktop
5d8ad805,DE,desktop
d1326352,US,desktop
04c6b93a,US,desktop
b9549db9,IN,desktop
2d86f5e1,PT,desktop
ff1196e7,JP,desktop
7e09cc56,IT,desktop
dd643f56,NL,desktop
dc5f8c63,IN,desktop
be23baea,DE,desktop
ec52148f,GB,desktop
26b81d8c,AU,mobile
c7ff1d0c,US,desktop
07cd160e,US,desktop
04744aee,GB,desktop
b45a60c1,US,tablet
034175d0,US,mobile
b0da1a27,US,desktop
5d5192f8,SE,desktop
82cabb3e,US,desktop
93fd14d6,MX,desktop
398d3631,US,
71d23265,DE,desktop
5e5bb4e4,PE,desktop
8c69f200,CA,desktop
f72495de,US,desktop
5a0e69af,PE,desktop
524c7a6a,ES,desktop
d865124b,PL,desktop
ed1bbcf5,NL,desktop
d60e18a9,US,desktop
3d17f149,NL,desktop
6c5928ca,US,desktop
b15073d5,US,desktop
54e8e3e5,US,desktop
d175b05f,US,desktop
ade9fd98,MX,desktop
9c9b26aa,ES,desktop
6d848a96,DE,desktop
93786eb9,FR,desktop
a8b9ef05,US,desktop
7c303830,DE,desktop
0516b264,US,mobile
4e3fb14d,US,desktop
7ddb5b97,US,desktop
af3fb68f,ES,desktop
a6f41dcd,BR,desktop
13277c9b,US,desktop
da496e7c,GB,desktop
9166a371,US,unknown
5cab2e23,US,desktop
a4a9a26e,US,desktop
2e56838a,CA,desktop
bc53bf1f,CL,desktop
13dc9a8b,MY,desktop
13cc8b65,US,desktop
76652b42,US,mobile
a5e26202,US,desktop
5dc08b89,US,mobile
ac0cac76,US,desktop
3e901dc2,US,desktop
4334d3d4,GB,desktop
7a176d89,US,desktop
a04b1a86,NZ,desktop
1165aa99,DE,desktop
ab952077,US,unknown
149c569a,US,desktop
19e607dc,US,mobile
f137cb50,US,mobile
930f5426,US,desktop
dffbde0d,CH,desktop
1961f533,US,tablet
0700e584,US,desktop
fe04ba76,IT,mobile
bf2b376b,JP,desktop
b021fc8f,DK,desktop
90f509c5,GB,desktop
3af7f488,NL,desktop
a4f55f83,ES,desktop
a5c488f8,ZA,desktop
e384f7bd,IN,mobile
d0158808,KR,desktop
b7fbfc46,KR,desktop
fd74844d,US,desktop
a2d87580,BR,desktop
5246f277,US,desktop
84a0ee2f,US,mobile
5a58e2e3,US,desktop
07c9841f,US,desktop
6a9f629c,DE,desktop
3209d8a3,US,desktop
a9bf36a7,US,mobile
972ae5fd,US,unknown
2261a20e,US,desktop
0acdfdf8,GB,desktop
8ea60e7e,US,desktop
24864d9d,US,desktop
6820630a,CA,desktop
49064ad8,US,desktop
82a5008e,US,desktop
c402667c,DE,desktop
04a2b26c,DE,desktop
db5d0606,US,desktop
5aa8c183,US,mobile
a21d51c4,ES,desktop
c83efb84,IN,tablet
e166f471,US,desktop
6e0ca9a0,US,desktop
26727af3,CA,desktop
79e19265,MX,desktop
4f28939f,AE,desktop
2201ca29,IT,desktop
23155607,US,desktop
40bb5188,US,mobile
c11b27c3,US,mobile
5610461d,US,desktop
dc59618e,CA,desktop
23e3921a,FR,desktop
3225cd07,RU,desktop
b798b732,SE,desktop
b950ef1b,US,desktop
2ad6743f,,unknown
bb17ab31,AU,desktop
45e5fee7,AU,desktop
ff0916cb,US,desktop
89ceb401,US,desktop
f263a21d,US,desktop
949902fc,US,desktop
8e1e1544,PE,desktop
15a08c25,US,desktop
1203a274,US,tv
5a71c547,US,desktop
dc79f1fc,IN,desktop
2f73b3d9,CA,desktop
9cb3dc35,GB,desktop
af7666c5,AU,mobile
7edea9f2,IT,desktop
6673da92,KR,desktop
3a2bce2a,FI,desktop
7296d4f1,US,desktop
6d6e91f1,US,desktop
ae87e901,US,mobile
9a2f9062,LV,desktop
0ef51018,FR,desktop
5ee2014e,US,desktop
5c4fab43,US,desktop
2f5aa82d,IE,desktop
b0f913c6,PL,desktop
39957730,US,desktop
75ec9207,AU,desktop
e85ccf68,US,desktop
acef1311,US,desktop
9cb54874,CZ,desktop
c5f0e1c3,BR,desktop
2538e4f4,IT,desktop
a37200d6,IN,desktop
4c241e76,FR,desktop
c1f39316,US,desktop
e0d002ef,US,desktop
ca0a848e,FR,desktop
740121fd,US,desktop
78811626,GB,desktop
684360da,CA,desktop
1168149c,CA,desktop
560389b6,FR,desktop
c252b5e4,US,desktop
6d7ad83b,US,unknown
6239a6a6,US,mobile
e6404656,US,desktop
44ac81a2,US,desktop
2efb3329,US,tablet
83a8ec48,US,tablet
2ea279fb,US,desktop
515a52a5,US,desktop
3a909ab9,US,unknown
8e8cda8f,TR,desktop
af7e45f3,US,tablet
a8491e48,NZ,desktop
f103d190,US,desktop
cbec7c7e,GB,desktop
7c347b0c,IE,desktop
3fbbfc8b,EG,desktop
fd3a4cb2,US,desktop
5998a75c,US,mobile
32aaacc5,FR,desktop
e4b6f7e4,US,desktop
7ce6e2d1,GB,desktop
74cd9102,NO,desktop
eec73799,AU,unknown
06e37c67,FR,mobile
8ffa90c4,US,tablet
f205b532,BR,desktop
b128bda3,US,desktop
e6ad61fb,US,desktop
ea2a88cf,US,mobile
c75cb7b2,CA,desktop
ec856169,GR,desktop
a9dd1c16,KR,desktop
d16e7e1e,IE,desktop
9f277c50,PE,desktop
4fbde18f,US,desktop
0281aae0,US,desktop
7edc9efb,GB,desktop
7119fd9f,BR,desktop
2b56adf0,US,desktop
6aee5b79,US,desktop
1af65fd3,US,desktop
dcf2dd4b,CA,desktop
010ebf9e,NL,desktop
fef78db1,US,desktop
5a76db6b,US,desktop
dd687fba,US,tablet
3b0858f4,BE,desktop
7b6cbc14,US,mobile
b765aac1,US,desktop
c27c29b8,DE,desktop
cb23e09a,GB,desktop
0d2385ae,SG,mobile
12f105af,US,mobile
aefe349d,PH,desktop
6d5a4562,US,desktop
91731fed,DE,desktop
89929017,US,desktop
e772a141,US,desktop
679f5bb3,US,desktop
e278a2a8,US,
72c7165e,US,mobile
ead6684c,IL,desktop
787c1944,LT,desktop
61b0b6eb,US,desktop
d60183d6,DE,desktop
baab0208,US,desktop
fcdd0ec6,US,desktop
14e5da86,US,desktop
5e981fce,SG,desktop
4d1c4a59,US,desktop
9e290451,PL,desktop
3399e02b,US,desktop
41a906c7,NL,desktop
21916f83,US,unknown
266decdb,US,desktop
2f0aee94,DE,desktop
1d47726f,US,desktop
75ce0537,US,desktop
f8e644e6,US,desktop
b9efbbb4,US,desktop
66ff138a,US,desktop
0f218ae4,IE,desktop
f1bddac3,US,desktop
80e50486,US,desktop
359ea856,US,desktop
7d03a1ae,FI,desktop
dda67bb0,US,desktop
8536356d,US,desktop
65aea7c6,CZ,desktop
23c5095d,JP,desktop
71e705f1,US,desktop
ac5fdab5,AR,desktop
b35925b1,US,desktop
fe1f5121,US,desktop
8a57b2a6,CH,desktop
c972f319,AU,desktop
fab46081,CA,desktop
8cf0f561,GB,mobile
66e974b7,IT,desktop
c61f9cd3,US,desktop
efc8e4c6,US,desktop
5a1cbed4,GB,desktop
2b4ce21b,US,desktop
2cb05097,AU,desktop
4914c27f,US,desktop
487cea1e,US,desktop
9578e6c4,US,desktop
995d926c,US,desktop
a5e03511,DE,desktop
ad764b65,JP,desktop
24652364,GB,desktop
33b8db06,JP,desktop
5fa28985,CI,mobile
1569c337,IT,desktop
32258cbe,PL,desktop
1756b006,AE,desktop
b7bbfa3d,BS,desktop
ba16c225,DE,desktop
bb00c815,BR,desktop
ee62397f,US,desktop
68f6a581,NL,desktop
8c601982,US,mobile
33417688,US,desktop
f56a1f8a,BR,desktop
2d7fb1d5,IN,desktop
832abdf0,US,desktop
a22d6a1c,US,mobile
6a30f466,AU,mobile
0111502c,IS,desktop
9c7d0c32,US,mobile
728ef80f,US,desktop
a435f0ab,AU,mobile
9246c0a1,US,desktop
ddcc2254,CR,desktop
27918436,US,desktop
738f43c2,CH,unknown
d1792636,US,desktop
04648af2,US,desktop
65d662f7,CA,unknown
879c1c46,US,desktop
3ac48295,GB,desktop
1296dc37,US,mobile
3d320a8a,PT,desktop
cd02a160,NO,desktop
e3a59c2d,US,mobile
9a0a4afa,CA,mobile
5d6c9544,US,desktop
92fb5e94,US,desktop
7ec22269,IN,desktop
b50ecb2e,CA,desktop
906e91c6,PE,desktop
72719ff5,US,desktop
f7b5e0a5,US,desktop
1b3270a0,DK,desktop
be35b340,US,desktop
de3011fe,US,desktop
444dfe11,ES,desktop
3ca22490,GB,desktop
69ff6d2e,US,desktop
3906480d,DE,desktop
62441942,US,desktop
5b47488a,US,desktop
eddb056c,CO,desktop
4c774789,US,mobile
01413ebf,US,desktop
3cc1ef5b,TW,desktop
dc9c4038,IN,desktop
1cbfe39e,US,desktop
7b38ca8f,US,mobile
8c0235a7,US,desktop
e672b261,US,desktop
3014cea9,ES,desktop
0d7bd2b1,IL,desktop
6f84aa4e,AU,mobile
5903a125,CA,tablet
bbea2e53,MT,desktop
0648c91f,BR,desktop
9923c623,CO,desktop
0c514aa3,US,desktop
b17c20c6,ES,desktop
7f5d8e5c,GB,mobile
8c7ac084,ES,mobile
04ead4e9,CH,mobile
59e2798b,GB,unknown
941751a0,FI,desktop
3285613a,US,desktop
e4eb5bc2,NZ,desktop
5dc413f2,FR,unknown
fdb72557,US,tablet
b7a2180d,US,desktop
2703423b,DE,unknown
209b3f8a,US,desktop
a23402b6,US,mobile
8a5f1125,US,desktop
5163d9f2,US,unknown
aa2bfb16,US,desktop
55884c47,GB,desktop
4340bcd0,US,mobile
38f2642c,FR,desktop
014775a8,AU,desktop
4f07fb44,MA,desktop
9b0ecb51,NL,desktop
922632fd,NL,desktop
fbc43cb4,GB,desktop
19bb8de0,US,desktop
2ce2c6f3,US,tablet
9b9453ea,TH,desktop
c315a556,US,desktop
c47a9286,NL,desktop
7558ef79,NO,unknown
31297184,US,mobile
e1a3c4ba,GB,desktop
96b76778,US,desktop
a93b2b7a,US,desktop
ebdd532c,US,desktop
f86e06c8,US,desktop
7f8c9e64,US,mobile
4a4140f3,US,desktop
4a1472e8,BR,desktop
202606000,US,desktop
a2ef1de6,US,desktop
fe1115a4,FR,unknown
6c125548,CO,unknown
7b05a832,US,desktop
ba019aaf,NO,mobile
93b4ebbd,US,desktop
a03e9507,GB,mobile
10275678,US,mobile
4e0554bb,KR,desktop
35160385,FI,desktop
9b386845,HT,desktop
2fa82881,US,desktop
bb7a5bce,US,tablet
cfb4ef95,US,desktop
a652d9cc,DE,desktop
6374662b,US,desktop
3aadfb8f,US,desktop
11dfd992,US,desktop
2a9a0e97,JP,desktop
d165b057,ES,mobile
7caa9c76,US,unknown
e9630853,DE,desktop
b82bbfad,MX,desktop
ba09f485,US,tablet
850cae4d,US,mobile
5830adb7,CA,desktop
626b1b1a,NL,desktop
0cf75a8d,US,desktop
fe91dc86,US,mobile
19f200d5,AU,desktop
9f1a2260,CH,desktop
1fa4d235,AU,desktop
e311fd80,AT,tablet
b8d35c94,CA,desktop
f50f99f7,IS,desktop
b6bb8f22,US,desktop
d627daf6,US,desktop
61160376,US,desktop
84b4b271,US,desktop
cc261952,US,desktop
088452b7,NL,desktop
28cedd06,US,desktop
c4a2e38b,US,desktop
9fc63b15,US,desktop
0988499a,ES,desktop
79763b8d,AU,desktop
d2512215,BE,desktop
62b4bdd4,US,desktop
537fb078,US,desktop
8c776d83,DK,desktop
f9125ea3,US,desktop
07e35a46,GB,desktop
905096f1,BR,desktop
71156433,GB,desktop
6f8b0ba2,US,desktop
d64d751c,CA,desktop
2e8820a4,US,desktop
f3182f2e,DE,desktop
71904a83,US,desktop
26b60088,ES,desktop
6b7b2ab6,CA,desktop
2ef22d56,NL,desktop
96ff4971,US,desktop
0e6c1648,IT,desktop
7bc0c84e,RU,desktop
4ffc03db,US,desktop
0bb28110,US,desktop
16c7d445,CA,desktop
2164e4ab,US,desktop
b594a237,US,mobile
e843758b,US,desktop
a0d38c1a,SE,desktop
8521c8db,DK,desktop
7d6b3d15,CA,desktop
b1fcd20b,BR,desktop
0485e4d8,US,desktop
29dc9c22,SG,desktop
6a73b045,AU,desktop
d56b690e,SA,desktop
ab97584a,KE,desktop
d3400ecf,US,desktop
52209620,GB,desktop
09a77416,FR,desktop
7a4a13ce,,unknown
daaecb67,KR,desktop
0fce386a,US,desktop
760a93c3,FI,desktop
9202c96c,US,desktop
083211d6,GB,desktop
f348835b,BE,desktop
0e6bcf3a,DE,mobile
1c7e959c,GB,desktop
94aae4c0,GB,desktop
384b33f8,DE,tablet
bcfc6ab9,GB,mobile
40b43aa7,MX,desktop
02532feb,US,desktop
b8439339,US,mobile
5c14f806,US,desktop
cc710fd1,US,mobile
0116fc77,EG,desktop
d508c80f,MX,desktop
ae4c7a99,AU,mobile
32123f99,CA,desktop
92ed0cd6,US,desktop
a3c18287,US,desktop
02d9cd93,US,desktop
db46f780,US,desktop
7947e1be,US,mobile
f6d530d4,US,unknown
cf27039c,NZ,desktop
a17e6fa5,US,unknown
c6d71b82,GB,desktop
01b582b8,US,desktop
cee6fd5b,IL,desktop
5ca482b4,US,desktop
5c8711ad,SE,desktop
dcda46e0,IN,desktop
95ee43e0,NO,desktop
896f072a,US,desktop
cd8a6872,US,desktop
39c6179c,US,mobile
a062076c,US,desktop
4495dbd6,US,unknown
02f47c7a,BR,desktop
40d4ff66,US,desktop
dfd15d3c,NL,desktop
5d3dca2b,JP,desktop
bd407f51,CH,tablet
a2f153ab,CH,desktop
e1b1ece6,AU,desktop
64e8f260,DE,desktop
0edda974,US,desktop
0fc1e732,US,desktop
93d5f7ac,US,mobile
a35cfae9,DK,desktop
bbdaa062,US,desktop
9cc9cceb,US,mobile
88548f62,GB,desktop
8046d583,CY,mobile
81d640ae,US,desktop
f98db87d,SI,desktop
5a8a7f0e,PL,desktop
9a64b26d,ES,desktop
ba426942,GB,desktop
8160152d,CL,desktop
82ff1cf0,HK,desktop
d0013daa,RU,desktop
02dac255,US,desktop
de9ec9c6,DE,desktop
fabf2efe,EG,desktop
25be2d79,US,desktop
b8538716,IN,desktop
74d07a3e,US,desktop
0390e34b,US,mobile
38166c9a,PH,desktop
d2765776,US,desktop
0a9dfa37,US,desktop
723c9bdc,US,desktop
a85eb4f6,US,desktop
cdf96e0c,DE,desktop
70a674c4,US,mobile
a8e654c7,US,desktop
8c7d4e29,AU,desktop
0c4d3ff9,US,desktop
e3b87d3b,US,desktop
05de62a2,US,desktop
c8db4405,US,desktop
5be46316,US,desktop
756d631a,US,desktop
8f91212e,US,mobile
494a5bb2,IN,desktop
ab8fc2e0,UA,desktop
049b9adb,FR,desktop
149b6ad4,GB,mobile
a691b157,US,desktop
400ca81b,US,mobile
eb04906a,AU,desktop
8e7c06aa,NL,desktop
9344ba6d,DE,desktop
b35fe310,US,desktop
02a3c832,MX,desktop
bca3a91a,GB,desktop
