customer_id,order_id,order_date,ship_ts,product_name,product_id,order_amount_usd,purchase_platform,marketing_channel,account_creation_method,country_code,order_year,order_month,order_month_name,order_year_month,date_key
d3bc266b,00d9d5c0cb989400,2019-11-23 00:00:00,2019-09-05,JBL Quantum 100 Gaming Headset,ab0f,24.0,website,email,mobile,US,2019,11,Nov,2019-11,20191123
ac4a35e7,00d9ddde0f472990,2020-04-24 00:00:00,2020-03-27,27in 4K gaming monitor,891b,480.0,website,direct,desktop,US,2020,4,Apr,2020-04,20200424
d9c07c28,00de368919c91978,2020-09-23 00:00:00,2020-05-05,JBL Quantum 100 Gaming Headset,ab0f,23.26,mobile app,direct,desktop,US,2020,9,Sep,2020-09,20200923
d3fa4c85,00df5117a6889483,2020-11-20 00:00:00,2020-10-21,27in 4K gaming monitor,891b,439.2,website,direct,desktop,FR,2020,11,Nov,2020-11,20201120
a51faa7f,00e08d40d7469918,2020-07-09 00:00:00,2020-04-27,Nintendo Switch,e682,168.0,website,direct,desktop,AR,2020,7,Jul,2020-07,20200709
8f9aed61,00ec0cc704660970,2019-06-05 00:00:00,2019-06-04,Nintendo Switch,e682,134.7,website,direct,desktop,CH,2019,6,Jun,2019-06,20190605
1ce8cd34,00ed094f87014811,2020-08-25 00:00:00,2020-05-21,Nintendo Switch,e682,168.0,website,direct,desktop,US,2020,8,Aug,2020-08,20200825
decd0261,00ee5ee189c94165,2020-04-29 00:00:00,2020-02-17,Nintendo Switch,e682,129.27,website,direct,desktop,AU,2020,4,Apr,2020-04,20200429
4db5dd8c,00f15ae835b34521,2020-02-20 00:00:00,2019-12-05,JBL Quantum 100 Gaming Headset,ab0f,24.0,website,direct,desktop,US,2020,2,Feb,2020-02,20200220
8b195040,00f26815f6b59102,2020-08-09 00:00:00,2020-04-14,JBL Quantum 100 Gaming Headset,ab0f,24.0,website,social media,tablet,US,2020,8,Aug,2020-08,20200809
0f7782c4,00f6e1447189376,2020-09-21 00:00:00,2020-06-26,Nintendo Switch,e682,168.0,website,direct,desktop,CL,2020,9,Sep,2020-09,20200921
1af9c7de,00f7a74196313980,2019-07-16 00:00:00,2019-05-30,27in 4K gaming monitor,891b,480.0,website,direct,desktop,US,2019,7,Jul,2019-07,20190716
d8844c3d,00f7ede0e9591467,2020-04-28 00:00:00,2020-02-11,JBL Quantum 100 Gaming Headset,ab0f,24.0,website,direct,desktop,RO,2020,4,Apr,2020-04,20200428
d89ecd98,00fb616915f91518,2020-08-07 00:00:00,2020-05-07,Nintendo Switch,e682,168.0,website,direct,desktop,VN,2020,8,Aug,2020-08,20200807
771f93ec,00fc0753e6f51019,2020-12-27 00:00:00,2020-09-17,JBL Quantum 100 Gaming Headset,ab0f,24.0,website,direct,desktop,JM,2020,12,Dec,2020-12,20201227
6c25c271,00fe3d4867f46669,2020-08-18 00:00:00,2020-06-25,Nintendo Switch,e682,147.59,website,direct,desktop,KR,2020,8,Aug,2020-08,20200818
6c25c271,00fe3d4867f46670,2020-08-18 00:00:00,2020-07-29,Nintendo Switch,e682,147.59,website,direct,desktop,KR,2020,8,Aug,2020-08,20200818
14934774,01015969b42424,2020-12-27 00:00:00,2020-08-14,Nintendo Switch,e682,153.88,website,direct,desktop,AU,2020,12,Dec,2020-12,20201227
f4359879,0103f8010c1103224,2019-07-22 00:00:00,2019-04-10,Nintendo Switch,e682,186.56,website,direct,desktop,IL,2019,7,Jul,2019-07,20190722
34918d84,010479a65fb24299,2020-12-17 00:00:00,2020-11-19,Nintendo Switch,e682,168.0,website,direct,desktop,US,2020,12,Dec,2020-12,20201217
05dc958a,010800e77805514,2020-06-25 00:00:00,2020-06-06,Nintendo Switch,e682,136.25,website,email,mobile,AU,2020,6,Jun,2020-06,20200625
34706fc2,010d124585e24253,2020-12-22 00:00:00,2020-10-24,27in 4K gaming monitor,891b,480.0,website,email,desktop,US,2020,12,Dec,2020-12,20201222
de2c5271,010d19387f693888,2020-09-20 00:00:00,2020-07-20,JBL Quantum 100 Gaming Headset,ab0f,23.03,website,direct,desktop,DE,2020,9,Sep,2020-09,20200920
de2c5271,010d19387f693889,2020-09-20 00:00:00,2020-07-23,JBL Quantum 100 Gaming Headset,ab0f,23.03,website,direct,desktop,DE,2020,9,Sep,2020-09,20200920
9dc3f2a2,010d2ebc3c966689,2020-11-17 00:00:00,2020-10-20,Nintendo Switch,e682,179.22,website,direct,desktop,GB,2020,11,Nov,2020-11,20201117
d2d7219f,010d4eb3e9c88990,2020-11-03 00:00:00,2020-10-16,27in 4K gaming monitor,891b,480.0,website,direct,desktop,US,2020,11,Nov,2020-11,20201103
7396c7e8,01100fc69e949628,2020-09-16 00:00:00,2020-08-31,Nintendo Switch,e682,152.83,website,direct,desktop,KR,2020,9,Sep,2020-09,20200916
6eee6248,01109e7002147835,2020-06-20 00:00:00,2020-06-20,Nintendo Switch,e682,152.51,website,direct,desktop,FR,2020,6,Jun,2020-06,20200620
2858600000000000012200257257472,0113581919b2869,2020-02-12 00:00:00,2019-12-21,Nintendo Switch,e682,168.0,website,direct,desktop,US,2020,2,Feb,2020-02,20200212
ef0df8dc,01155ceb6d3101006,2020-09-06 00:00:00,2020-08-26,Nintendo Switch,e682,168.0,website,direct,desktop,US,2020,9,Sep,2020-09,20200906
5438b3b6,011ca48484737099,2019-04-03 00:00:00,2019-03-27,Nintendo Switch,e682,134.7,website,direct,desktop,CH,2019,4,Apr,2019-04,20190403
bddb2688,01240b0addd80379,2020-11-06 00:00:00,2020-07-09,Dell Gaming Mouse,f81e,50.09,mobile app,email,desktop,IN,2020,11,Nov,2020-11,20201106
a60e8c9e,012d170c73670354,2020-09-05 00:00:00,2020-05-31,Dell Gaming Mouse,f81e,49.98,mobile app,email,desktop,US,2020,9,Sep,2020-09,20200905
a60e8c9e,012d170c73670355,2020-09-05 00:00:00,2020-05-19,Dell Gaming Mouse,f81e,49.98,mobile app,email,desktop,US,2020,9,Sep,2020-09,20200905
a60e8c9e,012d170c73670356,2020-09-05 00:00:00,2020-06-17,Dell Gaming Mouse,f81e,49.98,mobile app,email,desktop,US,2020,9,Sep,2020-09,20200905
3f6a2d44,0130063ced728738,2019-12-17 00:00:00,2019-08-28,Nintendo Switch,e682,168.0,website,direct,desktop,US,2019,12,Dec,2019-12,20191217
2307420b,0132f9e05c117182,2020-06-06 00:00:00,2020-05-12,Nintendo Switch,e682,168.0,website,direct,desktop,US,2020,6,Jun,2020-06,20200606
f84a6a06,013efdef6f5104898,2019-09-17 00:00:00,2019-07-22,Nintendo Switch,e682,168.0,website,direct,desktop,US,2019,9,Sep,2019-09,20190917
a6849c66,013fb8a0d7e70570,2020-11-13 00:00:00,2020-10-13,27in 4K gaming monitor,891b,449.4,website,direct,desktop,DK,2020,11,Nov,2020-11,20201113
994ab136,01454de09e164831,2020-01-20 00:00:00,2019-12-14,JBL Quantum 100 Gaming Headset,ab0f,24.0,website,direct,desktop,US,2020,1,Jan,2020-01,20200120
3352f4f3,014757c4fef23832,2020-05-02 00:00:00,2019-12-06,27in 4K gaming monitor,891b,384.0,website,direct,desktop,US,2020,5,May,2020-05,20200502
55b7dbdf,0148a5cc8a337680,2020-12-22 00:00:00,2020-12-16,Nintendo Switch,e682,143.02,website,direct,desktop,PL,2020,12,Dec,2020-12,20201222
672be6d5,014a46022b444563,2020-06-03 00:00:00,2020-02-04,JBL Quantum 100 Gaming Headset,ab0f,24.88,website,email,mobile,GB,2020,6,Jun,2020-06,20200603
c8766580,015171a728384757,2020-07-30 00:00:00,2020-03-10,Nintendo Switch,e682,161.78,mobile app,email,mobile,IT,2020,7,Jul,2020-07,20200730
f9b43d7c,015337783af105484,2019-12-02 00:00:00,2019-07-22,Nintendo Switch,e682,149.7,website,direct,desktop,DE,2019,12,Dec,2019-12,20191202
e277825c,0153766fdfa95672,2020-09-08 00:00:00,2020-07-04,JBL Quantum 100 Gaming Headset,ab0f,24.0,website,direct,desktop,US,2020,9,Sep,2020-09,20200908
83453728,01562d852912206,2020-12-07 00:00:00,2020-11-18,Nintendo Switch,e682,144.17,website,direct,desktop,AU,2020,12,Dec,2020-12,20201207
344a615d,0157cb3b87924203,2020-09-10 00:00:00,2020-06-07,Nintendo Switch,e682,168.0,website,direct,desktop,US,2020,9,Sep,2020-09,20200910
344a615d,0157cb3b87924205,2020-09-10 00:00:00,2020-09-07,Nintendo Switch,e682,168.0,website,direct,desktop,US,2020,9,Sep,2020-09,20200910
08e4bdbb,015be60c5e96663,2020-12-21 00:00:00,2020-10-21,27in 4K gaming monitor,891b,480.0,website,direct,desktop,US,2020,12,Dec,2020-12,20201221
f42da604,0160b5ee5de103211,2020-02-27 00:00:00,2020-02-12,Acer Nitro V Gaming Laptop,22ea,798.0,website,direct,desktop,US,2020,2,Feb,2020-02,20200227
64e1dd19,0164bd6b79e43617,2020-12-23 00:00:00,2020-12-18,Nintendo Switch,e682,184.9,website,direct,desktop,GB,2020,12,Dec,2020-12,20201223
0d2a4881,0165295a5888413,2019-04-06 00:00:00,2019-02-06,JBL Quantum 100 Gaming Headset,ab0f,24.0,website,direct,desktop,BB,2019,4,Apr,2019-04,20190406
cc617886,01666da31fe86332,2020-08-10 00:00:00,2020-05-15,Nintendo Switch,e682,168.0,website,direct,desktop,RO,2020,8,Aug,2020-08,20200810
e8d19822,016f944514a98331,2020-11-14 00:00:00,2020-11-11,Nintendo Switch,e682,126.0,website,direct,desktop,UA,2020,11,Nov,2020-11,20201114
be40951c,0179d78928080528,2020-12-31 00:00:00,2020-11-28,JBL Quantum 100 Gaming Headset,ab0f,24.0,website,direct,desktop,IN,2020,12,Dec,2020-12,20201231
d53cf7be,017ceab282490002,2020-09-26 00:00:00,2020-08-24,27in 4K gaming monitor,891b,471.28,website,email,desktop,US,2020,9,Sep,2020-09,20200926
d9c130fc,01910d25e6f91979,2019-06-03 00:00:00,2019-04-02,Nintendo Switch,e682,168.0,website,direct,desktop,US,2019,6,Jun,2019-06,20190603
846d7b4d,01966e496ad56332,2020-08-29 00:00:00,2020-04-10,Nintendo Switch,e682,177.11,website,direct,desktop,GB,2020,8,Aug,2020-08,20200829
5902d225,019d534de7438940,2019-08-26 00:00:00,2019-04-20,Nintendo Switch,e682,155.69,website,direct,desktop,JP,2019,8,Aug,2019-08,20190826
324c4715,019ea1edd9f23424,2019-09-13 00:00:00,2019-07-27,Nintendo Switch,e682,140.56,website,direct,desktop,GB,2019,9,Sep,2019-09,20190913
15827421,019edaa8cc8450,2020-07-31 00:00:00,2020-06-21,27in 4K gaming monitor,891b,408.0,website,direct,desktop,US,2020,7,Jul,2020-07,20200731
5eae1b73,01a250384bb41265,2020-11-02 00:00:00,2020-07-08,Nintendo Switch,e682,162.88,mobile app,direct,desktop,NO,2020,11,Nov,2020-11,20201102
389f8fbf,01a7b9084cf25922,2020-12-20 00:00:00,2020-10-04,27in 4K gaming monitor,891b,265.2,website,direct,desktop,GB,2020,12,Dec,2020-12,20201220
389f8fbf,01a7b9084cf25923,2020-12-20 00:00:00,2020-09-18,27in 4K gaming monitor,891b,265.2,website,direct,desktop,GB,2020,12,Dec,2020-12,20201220
9a2ce293,01a835d3d4e65182,2020-10-04 00:00:00,2020-09-03,Lenovo IdeaPad Gaming 3,9ef0,1198.0,website,direct,desktop,US,2020,10,Oct,2020-10,20201004
5a9f3dec,01b1eda6ce639613,2020-08-22 00:00:00,2020-06-03,27in 4K gaming monitor,891b,480.0,website,direct,desktop,BR,2020,8,Aug,2020-08,20200822
df45ed89,01bbdc23a9094367,2020-08-28 00:00:00,2020-04-02,JBL Quantum 100 Gaming Headset,ab0f,24.0,website,direct,desktop,HU,2020,8,Aug,2020-08,20200828
f5eb05f2,01be0d0748c103896,2020-03-14 00:00:00,2019-12-22,JBL Quantum 100 Gaming Headset,ab0f,23.38,mobile app,direct,desktop,US,2020,3,Mar,2020-03,20200314
1b0b846e,01c23f26e6814007,2020-03-21 00:00:00,2020-03-09,27in 4K gaming monitor,891b,480.0,website,direct,desktop,US,2020,3,Mar,2020-03,20200321
cc167bcc,01c90a2887386232,2020-05-16 00:00:00,2020-05-08,Dell Gaming Mouse,f81e,46.58,mobile app,direct,desktop,GB,2020,5,May,2020-05,20200516
72163ca9,01cdb62275349023,2020-08-23 00:00:00,2020-07-25,Nintendo Switch,e682,168.0,website,direct,desktop,US,2020,8,Aug,2020-08,20200823
913e52a3,01d2109390161577,2019-10-30 00:00:00,2019-08-24,Nintendo Switch,e682,150.52,website,direct,desktop,CA,2019,10,Oct,2019-10,20191030
28803a37,01d2d38627219374,2019-06-19 00:00:00,2019-02-09,Nintendo Switch,e682,168.0,website,affiliate,unknown,US,2019,6,Jun,2019-06,20190619
efd983d6,01d519a163c101329,2020-10-30 00:00:00,2020-08-12,Nintendo Switch,e682,152.04,website,direct,desktop,CA,2020,10,Oct,2020-10,20201030
b2c56c19,01d5aa1a9a475777,2020-03-28 00:00:00,2020-02-08,Nintendo Switch,e682,101.07,mobile app,direct,desktop,GB,2020,3,Mar,2020-03,20200328
5116edc2,01d5d1ad23b35891,2020-10-16 00:00:00,2020-06-22,27in 4K gaming monitor,891b,480.0,website,email,desktop,US,2020,10,Oct,2020-10,20201016
23949611,01d7ee766f5645,2020-09-24 00:00:00,2020-05-18,JBL Quantum 100 Gaming Headset,ab0f,23.3,mobile app,email,desktop,IT,2020,9,Sep,2020-09,20200924
ca537e40,01d84a920ea85524,2020-10-11 00:00:00,2020-08-08,Nintendo Switch,e682,168.0,website,direct,desktop,VE,2020,10,Oct,2020-10,20201011
28ed2cbe,01e1b1499ef19541,2020-09-14 00:00:00,2020-09-01,Nintendo Switch,e682,168.0,website,email,desktop,US,2020,9,Sep,2020-09,20200914
28ed2cbe,01e1b1499ef19542,2020-09-14 00:00:00,2020-05-10,Nintendo Switch,e682,168.0,website,email,desktop,US,2020,9,Sep,2020-09,20200914
edb247fe,01e1cb7a2ce100417,2019-11-24 00:00:00,2019-07-25,27in 4K gaming monitor,891b,365.24,website,affiliate,unknown,US,2019,11,Nov,2019-11,20191124
6d61f88d,01e4021ba8047206,2020-05-14 00:00:00,2020-03-11,Nintendo Switch,e682,168.0,website,direct,desktop,US,2020,5,May,2020-05,20200514
9321099999999999486643772227779884059866950819426060179294460368168198587821347206856704,01f0db9203c3058,2020-10-06 00:00:00,2020-09-15,Nintendo Switch,e682,158.79,website,direct,desktop,JP,2020,10,Oct,2020-10,20201006
c9c41649,01f33459c4385298,2020-06-05 00:00:00,2020-03-26,Nintendo Switch,e682,168.0,website,direct,desktop,US,2020,6,Jun,2020-06,20200605
67459ef3,01fc522710c44602,2019-11-10 00:00:00,2019-07-30,Nintendo Switch,e682,126.0,website,direct,desktop,US,2019,11,Nov,2019-11,20191110
a25218b3,0203fe9582668644,2020-05-08 00:00:00,2020-01-16,27in 4K gaming monitor,891b,480.0,website,direct,desktop,US,2020,5,May,2020-05,20200508
82ab6848,020cce9aa2655662,2020-12-21 00:00:00,2020-08-01,Nintendo Switch,e682,167.98,mobile app,email,desktop,US,2020,12,Dec,2020-12,20201221
82ab6848,020cce9aa2655663,2020-12-21 00:00:00,2020-08-09,Nintendo Switch,e682,167.98,mobile app,email,desktop,US,2020,12,Dec,2020-12,20201221
82ab6848,020cce9aa2655664,2020-12-21 00:00:00,2020-09-28,Nintendo Switch,e682,167.98,mobile app,email,desktop,US,2020,12,Dec,2020-12,20201221
9158bc70,020e271af6861623,2019-09-04 00:00:00,2019-08-22,Nintendo Switch,e682,168.0,website,direct,desktop,US,2019,9,Sep,2019-09,20190904
1a17b8d8,021211c2a8213612,2019-04-04 00:00:00,2018-11-12,JBL Quantum 100 Gaming Headset,ab0f,24.0,website,direct,desktop,US,2019,4,Apr,2019-04,20190404
f8acaad8,021ed8fe4a6105079,2020-02-19 00:00:00,2019-12-30,JBL Quantum 100 Gaming Headset,ab0f,15.69,website,direct,desktop,NZ,2020,2,Feb,2020-02,20200219
b47a86b9,021f288145676462,2020-05-09 00:00:00,2020-03-06,Nintendo Switch,e682,168.0,website,direct,desktop,US,2020,5,May,2020-05,20200509
4ee06afc,02297c9a51f34987,2019-12-16 00:00:00,2019-11-08,JBL Quantum 100 Gaming Headset,ab0f,25.67,website,direct,desktop,GB,2019,12,Dec,2019-12,20191216
05c1da16,02315dfa11b5467,2019-04-13 00:00:00,2018-12-04,Nintendo Switch,e682,151.81,website,direct,desktop,FR,2019,4,Apr,2019-04,20190413
df25521d,023ba0695fc94321,2020-05-26 00:00:00,2020-01-10,JBL Quantum 100 Gaming Headset,ab0f,21.25,website,direct,desktop,DE,2020,5,May,2020-05,20200526
8b7beb17,0242cc4791359258,2019-03-25 00:00:00,2019-02-17,Nintendo Switch,e682,168.0,website,direct,desktop,US,2019,3,Mar,2019-03,20190325
04e83cf6,0243a4dd3635120,2020-05-20 00:00:00,2020-01-16,Acer Nitro V Gaming Laptop,22ea,798.0,website,direct,desktop,US,2020,5,May,2020-05,20200520
5d3e0ada,024d449d47540661,2019-04-29 00:00:00,2018-12-21,27in 4K gaming monitor,891b,276.7,website,direct,desktop,AU,2019,4,Apr,2019-04,20190429
38a5b93c,024e81ab11c25936,2020-08-15 00:00:00,2020-04-30,Lenovo IdeaPad Gaming 3,9ef0,1216.35,website,email,desktop,CY,2020,8,Aug,2020-08,20200815
2ef89626,025c5f5904722041,2020-12-11 00:00:00,2020-11-12,Dell Gaming Mouse,f81e,49.98,mobile app,direct,desktop,US,2020,12,Dec,2020-12,20201211
c0b48565,025c6614efa81615,2020-09-29 00:00:00,2020-08-23,Sony PlayStation 5 Bundle,54ed,1800.0,website,direct,desktop,US,2020,9,Sep,2020-09,20200929
ea5fe5f2,025db6e6e6999002,2019-11-26 00:00:00,2019-11-10,Nintendo Switch,e682,168.0,website,direct,desktop,BO,2019,11,Nov,2019-11,20191126
cc50972b,025e88536a486311,2020-02-19 00:00:00,2019-11-02,Nintendo Switch,e682,168.0,website,direct,desktop,US,2020,2,Feb,2020-02,20200219
